cust_id,acct_nbr_x,credit_limit,credit_rating,account_active_x,acct_start_date_x,acct_end_date_x,starting_balance_x,ending_balance_x,average_transaction_time_x,CA,CG,FA,IQ_x,PM,tran_amt_x,principal_amt_x,interest_amt_x,new_balance_x,avg_days_btwn_trans_x,acct_nbr_y,minimum_balance_x,per_check_fee,account_active_y,acct_start_date_y,acct_end_date_y,starting_balance_y,ending_balance_y,average_transaction_time_y,DP,FK,FM,FP,FU,IN,IQ_y,TR,WD,tran_amt_y,principal_amt_y,interest_amt_y,new_balance_y,avg_days_btwn_trans_y,acct_nbr,minimum_balance_y,acct_type,account_active,acct_start_date,acct_end_date,starting_balance,ending_balance
1362658,4561143213626580.0,6800.0,0.0,1.0,1991-02-21,,4414.23,0.0,19:35,0.0,0.0,0.0,0.0,8.0,4511.62,4414.86,98.2,0.0,31.142857142857142,13626582.0,3000.0,0.0,1.0,1991-02-21,,6151.91,3517.12,19:35,1.0,0.0,0.0,0.0,1.0,12.0,3.0,1.0,8.0,-2634.79,-2718.56,83.77,3517.12,13.4,13626583.0,100.0,BS  ,Y ,1991-02-21,,235.06,238.62
1363026,4561143213630260.0,2500.0,0.0,1.0,1991-06-08,,1421.82,2500.0,16:35,4.0,39.0,0.0,7.0,12.0,-803.5899999999999,-1078.1800000000003,275.04,-2500.0,5.80327868852459,13630262.0,200.0,0.15,1.0,1994-03-21,,777.74,2744.43,16:35,23.0,19.0,0.0,0.0,1.0,1.0,16.0,11.0,28.0,1966.69,1965.25,1.44,2744.43,0.4081632653061224,,,,,,,,
1363127,4561143213631270.0,1000.0,0.0,1.0,1994-01-30,,825.68,305.79,,0.0,9.0,0.0,0.0,5.0,531.52,519.8899999999999,11.63,-305.79,27.53846153846154,,,,,,,,,,,,,,,,,,,,,,,,13631273.0,100.0,BS  ,Y ,1995-02-13,,122.21,124.01
1363291,4561143213632910.0,5200.0,0.0,1.0,1995-06-04,,0.0,5014.14,16:31,2.0,44.0,0.0,6.0,6.0,-4731.8,-4786.66,54.86,-5014.14,3.508771929824561,13632912.0,3000.0,0.0,1.0,1995-10-10,,4361.14,521.21,16:31,16.0,0.0,0.0,1.0,7.0,10.0,14.0,12.0,39.0,-3839.93,-3890.64,50.71,521.21,2.989795918367347,13632913.0,100.0,BS  ,Y ,1995-02-08,,274.62,653.58
1363392,4561143213633920.0,1000.0,0.0,1.0,1993-12-19,,834.77,1000.0,16:08,2.0,19.0,0.0,0.0,12.0,-14.36999999999999,-165.23000000000002,150.86,-1000.0,10.875,13633922.0,3000.0,0.0,1.0,1993-12-21,,2723.71,87.69,16:08,17.0,0.0,0.0,5.0,0.0,5.0,18.0,13.0,41.0,-2636.02,-2641.75,5.73,87.69,1.683673469387755,13633923.0,100.0,BS  ,Y ,1993-11-08,,109.05,241.59
1362883,4561143213628830.0,1000.0,10.0,1.0,1995-07-23,,0.0,983.06,,28.0,0.0,0.0,24.0,5.0,-794.1899999999999,-823.0600000000001,28.87,-983.06,2.8035714285714284,,,,,,,,,,,,,,,,,,,,,,,,13628833.0,500.0,MM  ,Y ,1994-02-03,,702.27,149.74
1363249,4561143213632490.0,3100.0,2.0,1.0,1993-04-18,,2615.76,3082.05,14:32,53.0,0.0,0.0,66.0,12.0,-80.1400000000001,-466.2899999999999,386.15,-3082.05,2.769230769230769,13632492.0,200.0,0.15,1.0,1993-06-04,,949.93,2877.12,14:32,17.0,24.0,0.0,0.0,1.0,0.0,18.0,4.0,35.0,1927.19,1927.19,0.0,3068.12,0.2244897959183673,,,,,,,,
1362740,4561143213627400.0,3000.0,0.0,1.0,1994-05-29,,1563.83,1121.88,14:52,3.0,33.0,0.0,3.0,12.0,521.9099999999999,441.94999999999976,80.41,-1121.88,7.12,13627402.0,100.0,0.15,1.0,1995-08-15,,1237.41,562.27,14:52,11.0,18.0,0.0,2.0,0.0,0.0,16.0,7.0,23.0,-675.1399999999999,-675.1399999999999,0.0,562.27,1.763157894736842,13627403.0,100.0,BS  ,N ,1994-02-15,1995-08-12,118.82,119.87
1362637,4561143213626370.0,1200.0,0.0,1.0,1995-06-11,,0.0,1200.0,14:23,1.0,18.0,0.0,1.0,6.0,-1131.11,-1200.0,68.89,-1200.0,7.32,13626372.0,100.0,0.15,1.0,1995-06-28,,319.45,72.09,14:23,15.0,26.0,0.0,0.0,1.0,0.0,18.0,5.0,34.0,-247.36,-247.36,0.0,72.09,0.6326530612244898,13626373.0,100.0,BS  ,Y ,1991-06-11,,347.66,44.79
1363474,4561143213634740.0,1000.0,0.0,1.0,1995-06-30,,0.0,702.74,16:31,4.0,28.0,0.0,3.0,5.0,-672.9300000000001,-702.74,29.81,-702.74,4.512820512820513,13634742.0,3000.0,0.0,1.0,1993-12-17,,2681.98,30.89,16:31,16.0,0.0,0.0,7.0,2.0,7.0,16.0,10.0,41.0,-2649.92,-2669.95,20.03,61.78,2.653061224489796,13634743.0,500.0,MM  ,Y ,1990-05-12,,5095.53,4622.61
1362820,4561143213628200.0,6500.0,0.0,1.0,1992-11-30,,4011.25,4231.59,14:03,5.0,31.0,0.0,7.0,12.0,502.0900000000005,-220.33999999999983,722.4300000000001,-4231.59,6.518518518518518,13628202.0,3000.0,0.0,1.0,1990-05-10,,27072.38,13185.47,14:03,17.0,0.0,0.0,0.0,2.0,2.0,19.0,16.0,43.0,-13886.63,-13939.61,52.98,13185.47,0.6836734693877551,,,,,,,,
1362597,4561143213625970.0,1000.0,0.0,1.0,1993-10-01,,939.06,442.72,14:23,2.0,31.0,0.0,2.0,12.0,585.3600000000001,496.3399999999999,89.02,-442.72,7.8478260869565215,13625972.0,3000.0,0.0,1.0,1991-02-04,,2533.42,416.76,14:23,17.0,0.0,0.0,2.0,1.0,2.0,20.0,10.0,47.0,-2116.66,-2119.0199999999995,2.36,416.76,0.6224489795918368,,,,,,,,
1363268,4561143213632680.0,1800.0,0.0,1.0,1989-06-25,,1873.47,1800.0,14:00,0.0,15.0,0.0,1.0,12.0,350.9200000000001,73.47000000000003,281.05,-1800.0,12.666666666666666,13632682.0,100.0,0.15,0.0,1989-06-25,1995-02-24,192.61,1094.41,14:00,13.0,26.0,0.0,0.0,1.0,0.0,19.0,8.0,32.0,901.8,901.8,0.0,1094.41,0.1122448979591836,13632683.0,100.0,BS  ,Y ,1989-06-25,,498.64,180.08
1363331,4561143213633310.0,7800.0,0.0,1.0,1992-07-24,,7574.56,2264.61,15:22,3.0,24.0,0.0,1.0,12.0,5427.47,5309.95,118.06,-2264.61,8.974358974358974,13633312.0,3000.0,0.0,1.0,1991-04-22,,4246.48,2897.68,15:22,21.0,0.0,0.0,1.0,0.0,4.0,12.0,10.0,51.0,-1348.1700000000003,-1368.4400000000005,20.27,2897.68,1.326530612244898,13633313.0,500.0,MM  ,Y ,1991-06-06,,905.15,743.04
1362656,4561143213626560.0,1000.0,0.0,1.0,1993-09-23,,893.25,445.22,,3.0,35.0,0.0,1.0,12.0,500.5500000000002,448.03,52.52,-445.22,6.96,,,,,,,,,,,,,,,,,,,,,,,,13626563.0,100.0,BS  ,Y ,1993-07-11,,121.0,367.8
1362902,4561143213629020.0,1000.0,0.0,1.0,1990-11-11,,273.45,346.97,13:42,3.0,48.0,0.0,4.0,12.0,-69.67000000000004,-73.52000000000007,3.85,-346.97,5.363636363636363,13629022.0,100.0,0.15,1.0,1990-11-11,,117.73,112.94,13:42,18.0,22.0,0.0,2.0,5.0,0.0,19.0,5.0,28.0,-4.790000000000049,-4.790000000000049,0.0,113.09,1.2448979591836735,13629023.0,100.0,BS  ,Y ,1990-11-11,,184.9,1554.71
1363390,4561143213633900.0,3000.0,0.0,1.0,1995-04-06,,0.0,1860.67,18:27,0.0,37.0,0.0,6.0,8.0,-1825.91,-1860.67,36.2,-1860.67,4.98,13633902.0,3000.0,0.0,1.0,1995-12-15,,2716.75,446.35,18:27,12.0,0.0,0.0,11.0,1.0,11.0,17.0,6.0,41.0,-2270.4,-2307.17,36.77,1260.27,3.2857142857142856,13633903.0,100.0,BS  ,Y ,1995-10-18,,253.08,740.57
1362698,4561143213626980.0,2500.0,0.0,1.0,1993-11-27,,2152.86,2500.0,14:15,1.0,20.0,0.0,10.0,12.0,31.700000000000045,-347.14,378.84,-2500.0,8.476190476190476,13626982.0,3000.0,0.0,1.0,1993-07-17,,6322.89,175.55,14:15,15.0,0.0,0.0,1.0,0.0,1.0,23.0,16.0,43.0,-6147.34,-6147.46,0.12,175.55,0.5714285714285714,13626983.0,100.0,BS  ,N ,1994-09-04,1995-03-12,499.93,3110.27
1363247,4561143213632470.0,3000.0,0.0,1.0,1991-08-14,,105.3,3000.0,14:35,4.0,42.0,0.0,5.0,12.0,-2665.11,-2894.7000000000003,229.59,-3000.0,5.661290322580645,13632472.0,100.0,0.15,1.0,1992-01-16,,236.39,458.81,14:35,17.0,27.0,0.0,1.0,1.0,0.0,11.0,6.0,36.0,222.4200000000002,222.4200000000002,0.0,458.96,0.5,13632473.0,100.0,BS  ,Y ,1992-07-20,,278.43,339.33
1362759,4561143213627590.0,1400.0,0.0,1.0,1990-05-24,,1320.06,835.19,14:02,2.0,41.0,0.0,0.0,12.0,503.4599999999999,484.8699999999997,18.59,-835.19,6.703703703703703,13627592.0,100.0,0.15,1.0,1993-05-27,,433.27,4.62,14:02,12.0,29.0,0.0,1.0,0.0,0.0,14.0,7.0,36.0,-428.6499999999999,-428.6499999999999,0.0,4.62,0.5918367346938775,13627593.0,100.0,BS  ,Y ,1990-09-05,,214.89,79.52
1362839,4561143213628390.0,6500.0,0.0,1.0,1992-06-01,,3640.88,3783.62,14:43,6.0,76.0,0.0,2.0,12.0,64.3900000000005,-142.74000000000007,207.13,-3783.62,3.789473684210526,13628392.0,3000.0,0.0,1.0,1992-06-01,,8885.44,32.8,14:43,15.0,0.0,0.0,1.0,1.0,1.0,19.0,9.0,53.0,-8852.64,-8852.68,0.04,32.8,0.3673469387755102,13628393.0,100.0,BS  ,Y ,1992-06-01,,4386.32,3420.03
1363493,4561143213634930.0,1500.0,0.0,1.0,1995-07-10,,0.0,0.0,14:00,,,,,,,,,,,13634932.0,3000.0,0.0,1.0,1994-05-20,,6123.84,2053.9,14:00,12.0,0.0,0.0,3.0,19.0,7.0,15.0,10.0,33.0,-4069.94,-4103.75,33.81,2053.9,2.4183673469387754,13634933.0,100.0,BS  ,N ,1993-06-08,1995-07-19,331.18,553.61
1362492,4561143213624920.0,2000.0,0.0,1.0,1995-08-09,,0.0,2000.0,16:53,1.0,24.0,0.0,2.0,4.0,-1963.26,-2000.0,37.19,-2000.0,4.266666666666667,13624922.0,3000.0,0.0,1.0,1995-04-23,,5101.6,582.82,16:53,16.0,0.0,0.0,3.0,2.0,8.0,18.0,18.0,34.0,-4518.42,-4550.77,32.35,582.82,2.4693877551020407,,,,,,,,
1362881,4561143213628810.0,1000.0,0.0,1.0,1991-08-31,,490.96,440.26,15:43,5.0,52.0,0.0,3.0,12.0,57.610000000000085,50.70000000000012,6.91,-440.26,5.126760563380282,13628812.0,200.0,0.15,0.0,1992-04-17,1995-10-06,351.11,0.0,15:43,14.0,21.0,4.0,3.0,0.0,2.0,21.0,7.0,27.0,-351.11,-351.75000000000006,0.64,0.0,1.173469387755102,13628813.0,100.0,BS  ,Y ,1995-09-11,,302.02,61.5
1362961,4561143213629610.0,1000.0,0.0,1.0,1994-07-18,,473.1,1000.0,14:53,0.0,41.0,0.0,2.0,12.0,-520.2399999999998,-526.8999999999997,6.66,-1000.0,6.592592592592593,13629612.0,3000.0,0.0,0.0,1994-05-31,1995-03-03,2541.98,413.73,14:53,17.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,38.0,-2128.25,-2128.25,0.0,167.54,0.2755102040816326,,,,,,,,
1363146,4561143213631460.0,3000.0,0.0,1.0,1991-02-08,,2782.38,0.0,,0.0,0.0,0.0,0.0,1.0,2814.61,2782.38,32.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363287,4561143213632870.0,1000.0,0.0,1.0,1992-09-28,,719.04,991.56,,2.0,14.0,0.0,3.0,12.0,-41.64,-184.07,142.61,-991.56,11.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363207,4561143213632070.0,1000.0,0.0,1.0,1994-02-09,,886.67,777.0,,0.0,64.0,0.0,3.0,12.0,179.10999999999993,109.67,69.44,-777.0,4.551282051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363083,4561143213630830.0,1100.0,0.0,1.0,1995-03-07,,0.0,969.94,14:34,1.0,32.0,0.0,2.0,9.0,-921.27,-969.94,48.67,-969.94,6.930232558139535,13630832.0,100.0,0.15,1.0,1992-02-12,,286.52,2325.47,14:34,15.0,22.0,0.0,3.0,2.0,0.0,23.0,6.0,28.0,2038.95,2038.95,0.0,2325.47,1.3877551020408163,13630833.0,500.0,MM  ,Y ,1992-02-12,,5830.18,6325.98
1362921,4561143213629210.0,3000.0,0.0,1.0,1994-05-23,,2273.2,81.68,16:57,0.0,9.0,0.0,0.0,12.0,2263.7,2191.52,72.18,-81.68,17.8,13629212.0,200.0,0.15,1.0,1992-06-15,,266.04,0.0,16:57,8.0,9.0,0.0,10.0,0.0,10.0,10.0,6.0,16.0,-266.04,-267.18999999999994,1.15,0.0,5.25,,,,,,,,
1362675,4561143213626750.0,1000.0,0.0,1.0,1993-11-17,,153.26,911.38,19:23,3.0,14.0,0.0,1.0,12.0,-671.0400000000001,-758.12,87.08,-911.38,12.241379310344827,13626752.0,3000.0,0.0,1.0,1992-05-29,,2793.52,2009.72,19:23,4.0,0.0,0.0,12.0,0.0,12.0,5.0,3.0,7.0,-783.1700000000001,-818.94,35.77,2009.72,8.380952380952381,13626753.0,100.0,BS  ,Y ,1994-06-10,,200.89,274.78
1362717,4561143213627170.0,1000.0,0.0,1.0,1995-10-24,,0.0,1000.0,16:40,1.0,18.0,0.0,2.0,2.0,-999.45,-1000.0,0.55,-1000.0,2.590909090909091,13627172.0,200.0,0.15,1.0,1995-03-28,,311.91,248.16,16:40,12.0,23.0,0.0,5.0,1.0,7.0,15.0,7.0,29.0,-63.75000000000003,-65.80999999999997,2.06,248.16,2.7857142857142856,13627173.0,100.0,BS  ,Y ,1994-11-16,,184.03,186.79
1362940,4561143213629400.0,1000.0,0.0,1.0,1994-04-06,,73.17,41.22,,1.0,13.0,0.0,0.0,8.0,32.98000000000005,31.94999999999996,1.3,-41.22,16.857142857142858,,,,,,,,,,,,,,,,,,,,,,,,13629403.0,100.0,BS  ,Y ,1993-09-22,,165.68,778.84
1362574,4561143213625740.0,1300.0,0.0,1.0,1995-05-30,,0.0,1300.0,,4.0,57.0,0.0,7.0,6.0,-1299.9999999999998,-1299.9999999999998,0.0,-1300.0,2.8219178082191783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363409,4561143213634090.0,1000.0,0.0,1.0,1993-09-01,,977.54,160.42,,1.0,26.0,0.0,1.0,12.0,830.89,817.12,13.77,-160.42,8.974358974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363043,4561143213630430.0,1000.0,0.0,1.0,1994-10-04,,471.22,1000.0,13:25,6.0,43.0,0.0,5.0,12.0,-462.4100000000001,-528.7800000000001,66.73,-1000.0,5.292307692307692,13630432.0,3000.0,0.0,1.0,1994-07-18,,4418.22,701.33,13:25,21.0,0.0,0.0,1.0,2.0,1.0,16.0,8.0,50.0,-3716.89,-3718.56,1.67,701.33,0.4897959183673469,13630433.0,500.0,MM  ,Y ,1994-12-31,,522.81,1379.43
1362797,4561143213627970.0,1000.0,0.0,1.0,1994-05-11,,111.07,100.0,,2.0,7.0,0.0,1.0,12.0,26.34999999999998,11.07000000000005,15.28,-100.0,17.142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363308,4561143213633080.0,4100.0,0.0,0.0,1994-08-10,1995-04-15,2794.47,498.06,23:33,4.0,24.0,1.0,0.0,4.0,2346.41,2296.4100000000003,50.0,-498.06,3.25,13633082.0,3000.0,0.0,1.0,1994-08-10,,5568.05,5651.4,23:33,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,85.24,-0.75,85.99,5651.4,27.83333333333333,13633083.0,100.0,BS  ,Y ,1994-08-10,,374.47,1585.57
1363266,4561143213632660.0,1000.0,5.0,1.0,1995-02-24,,0.0,994.65,16:26,17.0,0.0,0.0,33.0,1.0,-994.65,-994.65,0.0,-994.65,5.82,13632662.0,3000.0,0.0,1.0,1995-11-19,,2820.64,1.98,16:26,13.0,0.0,0.0,10.0,14.0,10.0,14.0,8.0,30.0,-2818.03,-2852.8,34.77,1.98,3.0510204081632653,,,,,,,,
1363165,4561143213631650.0,1000.0,1.0,1.0,1989-09-10,,261.21,429.34,13:32,24.0,0.0,0.0,29.0,12.0,-137.64999999999992,-168.12999999999997,31.11,-429.34,5.65625,13631652.0,200.0,0.15,1.0,1990-01-20,,2244.1,95.8,13:32,13.0,24.0,0.0,2.0,0.0,0.0,16.0,13.0,31.0,-2148.3,-2148.3,0.0,215.65,0.6530612244897959,13631653.0,100.0,BS  ,Y ,1990-10-26,,273.67,57.08
1362858,4561143213628580.0,9000.0,0.0,1.0,1995-01-05,,0.0,708.2,16:13,4.0,63.0,0.0,5.0,11.0,-708.200000000001,-708.200000000001,0.0,-708.2,4.365853658536586,13628582.0,200.0,0.15,1.0,1995-06-15,,778.24,587.99,16:13,17.0,20.0,0.0,0.0,2.0,6.0,11.0,9.0,34.0,-190.25000000000028,-195.6200000000003,5.37,587.99,1.8265306122448977,13628583.0,500.0,MM  ,Y ,1994-12-16,,1561.41,592.84
1363022,4561143213630220.0,4000.0,0.0,1.0,1995-02-01,,0.0,604.65,16:31,2.0,21.0,0.0,1.0,10.0,-564.47,-604.6499999999999,40.18,-604.65,9.151515151515152,13630222.0,100.0,0.15,1.0,1994-08-12,,312.18,1184.76,16:31,4.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,872.58,872.58,0.0,1184.76,22.928571428571427,13630223.0,100.0,BS  ,Y ,1995-01-16,,137.96,140.0
1363123,4561143213631230.0,2800.0,0.0,1.0,1994-02-25,,1766.88,2800.0,15:11,2.0,16.0,0.0,2.0,12.0,-629.7900000000001,-1033.12,403.33,-2800.0,11.32258064516129,13631232.0,3000.0,0.0,1.0,1995-03-11,,7610.01,696.74,15:11,14.0,0.0,0.0,1.0,0.0,3.0,24.0,12.0,45.0,-6913.27,-6934.79,21.52,19.4,0.7653061224489796,,,,,,,,
1363348,4561143213633480.0,1800.0,0.0,1.0,1991-02-18,,232.29,1800.0,13:37,5.0,41.0,0.0,5.0,12.0,-1500.1600000000003,-1567.7100000000005,68.09,-1800.0,5.596774193548387,13633482.0,3000.0,0.0,0.0,1991-04-06,1995-09-06,4663.36,1244.93,13:37,16.0,0.0,0.0,1.0,0.0,1.0,26.0,12.0,42.0,-3418.4300000000003,-3419.19,0.76,1244.93,0.4639175257731959,13633483.0,100.0,BS  ,Y ,1993-08-24,,434.62,1628.76
1362511,4561143213625110.0,3000.0,0.0,1.0,1995-04-23,,0.0,904.93,14:10,4.0,36.0,0.0,3.0,6.0,-904.93,-904.93,0.0,-904.93,4.8125,13625112.0,100.0,0.15,1.0,1993-11-18,,189.23,11.84,14:10,12.0,23.0,0.0,2.0,4.0,0.0,20.0,12.0,26.0,-177.39,-177.39,0.0,11.84,0.9081632653061223,13625113.0,100.0,BS  ,Y ,1993-04-29,,282.9,748.73
1362736,4561143213627360.0,1000.0,0.0,1.0,1994-02-13,,862.8,328.79,20:24,0.0,21.0,0.0,3.0,10.0,546.1600000000001,534.01,12.15,-328.79,10.757575757575758,13627362.0,3000.0,0.0,1.0,1993-06-24,,2783.01,2014.49,20:24,5.0,0.0,0.0,12.0,3.0,12.0,6.0,3.0,10.0,-767.89,-802.71,34.82,2014.49,7.0,13627363.0,100.0,BS  ,Y ,1994-06-02,,2147.68,2180.1
1362980,4561143213629800.0,1000.0,0.0,1.0,1992-09-19,,107.81,512.73,13:37,3.0,39.0,0.0,1.0,11.0,-403.3999999999999,-404.9199999999999,1.52,-512.73,6.679245283018868,13629802.0,3000.0,0.0,1.0,1993-07-10,,2778.92,118.27,13:37,17.0,0.0,0.0,2.0,4.0,1.0,27.0,8.0,40.0,-2660.65,-2660.76,0.11,118.27,0.6938775510204082,13629803.0,100.0,BS  ,Y ,1995-12-23,,232.0,310.32
1363205,4561143213632050.0,3000.0,0.0,1.0,1994-05-28,,2825.91,684.12,18:47,0.0,11.0,0.0,3.0,12.0,2223.9700000000003,2141.79,82.36,-684.12,13.8,13632052.0,3000.0,0.0,0.0,1994-07-06,1995-02-22,2588.17,1395.69,18:47,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,9.0,-1192.48,-1195.46,2.98,1395.69,2.7333333333333334,13632053.0,100.0,BS  ,N ,1994-01-28,1995-12-22,119.55,1240.58
1363449,4561143213634490.0,1500.0,0.0,1.0,1994-11-05,,991.87,636.53,14:45,1.0,35.0,0.0,2.0,11.0,369.30999999999983,355.3399999999998,13.97,-636.53,7.479166666666667,13634492.0,100.0,0.15,1.0,1995-08-17,,331.36,1572.98,14:45,16.0,27.0,0.0,0.0,1.0,0.0,11.0,11.0,33.0,1241.62,1241.62,0.0,1572.98,0.5,,,,,,,,
1363470,4561143213634700.0,5000.0,0.0,1.0,1995-06-07,,0.0,5000.0,14:27,7.0,32.0,0.0,3.0,6.0,-4912.97,-5000.0,87.75,-4940.85,4.23404255319149,13634702.0,3000.0,0.0,1.0,1989-06-11,,4068.99,1790.37,14:27,14.0,0.0,0.0,2.0,0.0,4.0,27.0,10.0,42.0,-2278.44,-2291.79,13.35,1790.37,1.2653061224489797,,,,,,,,
1362837,4561143213628370.0,1100.0,0.0,1.0,1995-06-26,,0.0,1100.0,17:38,1.0,10.0,0.0,0.0,5.0,-1078.96,-1100.0,21.04,-1100.0,10.666666666666666,13628372.0,3000.0,0.0,1.0,1995-09-24,,2798.78,530.92,17:38,10.0,0.0,0.0,11.0,2.0,11.0,20.0,7.0,38.0,-2267.23,-2299.14,31.91,26.43,3.204081632653061,13628373.0,100.0,BS  ,Y ,1995-06-13,,169.9,545.76
1362593,4561143213625930.0,3000.0,0.0,1.0,1995-05-30,,0.0,689.96,13:50,5.0,57.0,0.0,7.0,6.0,-639.8399999999998,-689.9600000000002,50.39,-689.96,2.716216216216216,13625932.0,3000.0,0.0,1.0,1995-08-22,,4116.15,168.63,13:50,14.0,0.0,0.0,1.0,0.0,8.0,15.0,7.0,54.0,-3947.52,-3984.49,36.97,21.65,2.336734693877551,,,,,,,,
1363306,4561143213633060.0,1000.0,0.0,1.0,1995-02-17,,0.0,137.4,15:16,2.0,26.0,0.0,0.0,10.0,-137.39999999999998,-137.39999999999998,0.0,-137.4,8.216216216216216,13633062.0,200.0,0.15,1.0,1990-03-15,,234.76,114.94,15:16,15.0,19.0,0.0,2.0,1.0,2.0,21.0,9.0,30.0,-119.81999999999996,-120.19999999999992,0.38,114.94,0.9081632653061223,13633063.0,500.0,MM  ,Y ,1995-05-28,,698.96,1193.26
1363327,4561143213633270.0,3000.0,0.0,1.0,1995-04-02,,0.0,3000.0,14:41,5.0,31.0,0.0,3.0,8.0,-2879.59,-3000.0,121.4,-3000.0,5.826086956521739,13633272.0,3000.0,0.0,1.0,1995-04-02,,2609.01,235.65,14:41,14.0,0.0,0.0,5.0,11.0,5.0,13.0,12.0,39.0,-2373.36,-2384.95,11.59,235.65,1.3775510204081634,13633273.0,100.0,BS  ,Y ,1995-04-02,,278.05,401.43
1363102,4561143213631020.0,1000.0,0.0,1.0,1995-11-30,,0.0,1000.0,,0.0,9.0,0.0,7.0,1.0,-1000.0,-1000.0,0.0,-1000.0,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362715,4561143213627150.0,3000.0,0.0,1.0,1989-11-11,,418.99,933.22,14:35,7.0,33.0,0.0,3.0,12.0,-476.14,-514.23,39.08,-933.22,6.5,13627152.0,3000.0,0.0,1.0,1989-11-11,,2691.06,366.99,14:35,15.0,0.0,0.0,2.0,6.0,2.0,23.0,12.0,39.0,-2323.98,-2326.1,2.12,366.99,0.8979591836734694,13627153.0,100.0,BS  ,Y ,1989-11-11,,110.12,195.07
1362694,4561143213626940.0,1500.0,0.0,1.0,1992-01-04,,1156.23,1360.3,13:40,2.0,43.0,0.0,3.0,12.0,-126.60999999999989,-204.0700000000004,77.55,-1360.3,6.101694915254237,13626942.0,3000.0,0.0,1.0,1995-08-12,,3993.34,93.66,13:40,13.0,0.0,0.0,1.0,2.0,8.0,25.0,13.0,37.0,-3898.96,-3935.12,36.16,188.08,2.4081632653061225,,,,,,,,
1363184,4561143213631840.0,1000.0,0.0,1.0,1995-10-06,,0.0,1000.0,16:45,2.0,20.0,0.0,1.0,2.0,-998.96,-1000.0,1.4,-1000.0,2.75,13631842.0,100.0,0.15,1.0,1995-10-01,,323.7,74.87,16:45,2.0,6.0,0.0,3.0,1.0,0.0,3.0,3.0,6.0,-248.83,-248.83,0.0,74.87,3.565217391304348,,,,,,,,
1362959,4561143213629590.0,3900.0,0.0,0.0,1989-08-04,1995-12-06,3094.22,20.0,14:18,0.0,19.0,1.0,6.0,12.0,3657.1,3074.2200000000003,582.88,-20.0,9.108108108108109,13629592.0,200.0,0.15,0.0,1991-09-07,1995-03-29,924.76,4601.37,14:18,14.0,28.0,0.0,0.0,0.0,0.0,15.0,9.0,33.0,3676.61,3676.61,0.0,6801.77,0.1020408163265306,,,,,,,,
1362572,4561143213625720.0,1000.0,0.0,1.0,1993-08-30,,379.26,369.97,14:45,2.0,25.0,0.0,1.0,11.0,14.630000000000024,9.289999999999992,5.34,-369.97,9.078947368421051,13625722.0,100.0,0.15,1.0,1994-06-16,,244.5,1.97,14:45,16.0,19.0,0.0,1.0,8.0,0.0,23.0,6.0,26.0,-241.99000000000015,-241.99000000000015,0.0,22.12,0.8163265306122449,13625723.0,100.0,BS  ,Y ,1993-11-17,,202.51,432.85
1362816,4561143213628160.0,3000.0,0.0,1.0,1991-09-09,,1182.52,3000.0,16:04,6.0,85.0,0.0,3.0,12.0,-1709.2900000000004,-1817.4800000000005,109.09,-3000.0,3.361904761904762,13628162.0,3000.0,0.0,1.0,1995-10-01,,4173.06,19.72,16:04,18.0,0.0,0.0,0.0,0.0,9.0,19.0,9.0,44.0,-4153.34,-4200.53,47.19,78.88,2.663265306122449,,,,,,,,
1362633,4561143213626330.0,1000.0,0.0,1.0,1994-01-23,,249.18,1000.0,16:13,5.0,47.0,0.0,5.0,12.0,-701.4000000000001,-750.8199999999999,49.42,-1000.0,5.147058823529412,13626332.0,3000.0,0.0,0.0,1992-07-16,1995-09-30,4224.91,234.2,16:13,18.0,0.0,0.0,2.0,1.0,2.0,12.0,13.0,51.0,-3990.71,-3994.48,3.77,234.2,0.6020408163265306,13626333.0,100.0,BS  ,Y ,1992-10-23,,123.78,57.34
1363142,4561143213631420.0,10200.0,0.0,1.0,1995-03-07,,0.0,1953.78,13:31,3.0,37.0,0.0,3.0,9.0,-1887.01,-1953.78,66.77,-1953.78,5.490196078431373,13631422.0,100.0,0.15,1.0,1995-04-29,,571.75,11.3,13:31,17.0,24.0,0.0,1.0,0.0,0.0,15.0,8.0,34.0,-560.7200000000001,-560.7200000000001,0.0,11.3,1.683673469387755,13631423.0,100.0,BS  ,Y ,1995-03-15,,398.62,404.63
